GeneSymbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
C22orf42	1.31364710992323	-2.91805781807108	4.61554605720648	6.84755165383778e-06	0.000841463783805683	3.55074778671481
TBC1D3L	1.31051923880282	0.19667886652188	3.33785547732713	0.000999852980333961	0.0272434605440603	-0.999993693658793
EPHA5	1.31005416917286	-2.57027833692972	3.61571780642646	0.000375648994247885	0.0144370439163834	-0.118114512187228
B3GAT1	1.30369295277018	0.936494637762002	3.73059442925663	0.000246274865047556	0.0109498172748918	0.264568814303513
RIMBP2	1.29957441812454	-1.81904325086968	3.30257266169152	0.00112730859628087	0.02933588004843	-1.107478915788
PRKG2	1.29839142458037	-0.0307216129950107	3.66175669339921	0.000317559541542774	0.0130900087973285	0.0339966651414771
NEFM	1.27485868986439	-2.78801944581009	4.44394715359809	1.43392894778456e-05	0.00138323955948038	2.86828659115032
PRAC1	1.27087697846079	7.49624441575789	3.71758314892982	0.000258469312656329	0.0114060540908031	0.220700670313003
C12orf56	1.25845239730418	-1.69094483870007	3.7628961425641	0.000218308396755583	0.0101245766793401	0.374051407809481
CIB4	1.25783762996591	-0.933047105364659	3.64773041041519	0.000334293132211376	0.013436494582821	-0.0125242737276379
NKX6-3	1.2571951562302	-3.51232428775094	4.53360078255274	9.77117190750843e-06	0.00108342080236529	3.22222202759161
GRPR	1.24732014265929	-0.851630417926749	3.79003811781384	0.000197158663803162	0.00948574089963694	0.466678777420598
RGS17	1.24660267291663	0.705478722819712	4.30800542147528	2.5372553955246e-05	0.00216868324938844	2.34271529944333
STH	1.24654053420357	-2.00956821274782	5.63209317391051	5.71736761238905e-08	2.44153748232783e-05	8.0034101970846
FAM19A5	1.23632983671456	2.11185707961342	5.02933525935265	1.05958865822274e-06	0.000219813376162271	5.28098729322606
PLA2G2E	1.22439788943379	-3.93082684834552	4.08579227041773	6.26548330100749e-05	0.00427137700799779	1.51297036647885
VWA2	1.22163344815631	1.68944169949058	4.66345533541545	5.55027321272554e-06	0.000723523115494012	3.74502008305565
STMN4	1.22147003869522	-3.06340851920187	4.1489194388518	4.86433245922506e-05	0.00356834852227487	1.7449362844539
RIMS2	1.21376517624586	-0.718006556395513	3.10156734351528	0.00219138624865512	0.0439028192059223	-1.70016566312373
GJB1	1.21162663528825	4.55279628044806	3.63087156823761	0.00035550572357414	0.0139661537659412	-0.0682330789859797
SYNGR3	1.20924749319233	-0.245382037805864	5.10416690465931	7.46860659309343e-07	0.000163740712500627	5.6062662464657
MT3	1.20288152621645	0.356215881980551	3.38405997907346	0.000853210264359813	0.0247838673926595	-0.857692926662001
NR0B1	1.19941020215488	-4.62565181134313	4.55296162952784	8.98771529338739e-06	0.00102603545062321	3.29941076206837
FBXO2	1.19931369756447	2.42196151594006	5.30848679059718	2.82108534688175e-07	7.88799994165067e-05	6.51305809621639
RFPL2	1.19329415266254	-0.598260945916378	3.66119909796807	0.00031820940890204	0.0130900087973285	0.0321443091233782
ANKRD63	1.188026669508	-2.93001416362367	4.97006595306161	1.39412647715886e-06	0.000266305763602237	5.02599851936539
STEAP4	1.18511020164318	4.23960988079305	3.90769088992975	0.000125944712201724	0.00686398681499398	0.874832349109391
CLDN1	1.16999068787079	2.85136360949543	3.65500694877683	0.000325511024840719	0.0131970886835166	0.011590306453078
IGSF9B	1.16926917168842	-0.0819491619504404	5.01590841617953	1.12777316958651e-06	0.000229032923798237	5.22301662045975
GDA	1.16841499019895	-3.23993788912996	3.43918023972864	0.00070458361402879	0.0217149068138298	-0.685653647596375
IGSF23	1.16473943347485	-1.52979885486672	5.37928264824157	2.00075419334179e-07	6.04641548653328e-05	6.83351338026158
OLIG3	1.16311760157856	-4.06749311872439	4.03232500257943	7.74574386747671e-05	0.00500108790617452	1.31885539541582
APOF	1.16185735215039	0.538074705703681	3.69111840036369	0.000285053557684884	0.0122211961964766	0.131885625539899
CH17-360D5.1	1.1473540202733	-2.3612601594063	3.16722135764712	0.00176996292292245	0.0383684209797111	-1.51027468257539
MTUS2	1.13586606737849	-1.67784079873778	3.74689987851849	0.000231759714819179	0.010594480292842	0.319731579174554
CDO1	1.12833498495115	1.27241403286715	3.50414067970252	0.000560589703466689	0.0187768353280952	-0.479735302523933
FZD8	1.12344892051319	3.44489569812819	5.87944417804816	1.6165432797492e-08	8.42918094491926e-06	9.18550589957763
ITPR1	1.11962424336204	3.26580292129229	6.72623564961551	1.64568305316761e-10	1.76389795248682e-07	13.4918877788883
ITPR3	1.11768091723362	4.47686669349438	7.28404094365192	6.55082918884968e-12	1.57981434425596e-08	16.5264073416979
FAM120A2P	1.11522843466921	3.08367012778329	5.31989256194414	2.6697391124509e-07	7.68765323828587e-05	6.56447081857445
OLIG1	1.11414825930507	-0.711489773179155	3.7474444229413	0.000231289201206513	0.010594480292842	0.321577428746067
BCL2L10	1.11262675888984	-0.500996209823426	3.99646708209262	8.9190609767732e-05	0.00541117746619136	1.18988915724609
DISP2	1.11227603555676	-0.89151564534259	4.95365547140429	1.50354586652655e-06	0.0002736595321028	4.95581340814234
CAMK2N1	1.11048279155819	6.02707070787892	3.71703598068491	0.000258994421492811	0.0114060540908031	0.218858790444425
PLEKHD1	1.10565770874962	-0.966845665675694	5.02514658959731	1.08041898660445e-06	0.000221750250091059	5.26288973310008
WNK2	1.10219596862175	4.32886659955747	5.79446370857324	2.50527238112443e-08	1.2719531591851e-05	8.77530042826345
GRIN1	1.10118643632817	1.63736769279604	4.65752648964187	5.69692750615583e-06	0.000733661100605651	3.72089107724433
ST6GAL2	1.09446943352169	-0.234938216193125	4.51589830374976	1.05447067699945e-05	0.00114159964595926	3.15187915475932
NKX6-1	1.09281173863571	-0.378768388102227	3.47433760953044	0.000622837155020205	0.020195625599672	-0.574632170868622
MAPT	1.09245563574474	3.342733159614	5.36043128806979	2.1931245316795e-07	6.41090175601401e-05	6.74787291603158
MED12L	1.08956387900026	-1.8238054353176	4.18659617694245	4.17643194767655e-05	0.00312309695994278	1.88480825729376
EPPK1	1.083244569161	1.4096584249464	3.99886960640004	8.83543448402207e-05	0.0053842773815788	1.19849939899433
ANKRD66	1.07790745897686	-1.38654631771753	3.37590952443861	0.000877524889712117	0.0252687876077849	-0.882921590869145
ASIC2	1.07348848881702	-2.83663374983896	3.71457838173294	0.00026136539015559	0.0114342913203442	0.210588923154086
ANKRD29	1.06940561733337	2.15852435964177	3.58568544441929	0.000418785295255646	0.0155977310837204	-0.216430374563712
Sep-03	1.05821102017046	2.52587022615317	4.86214689879796	2.2837960065354e-06	0.000379838589259374	4.56778156254688
CRYBA2	1.05669373416877	0.909047516913236	3.63101200957287	0.000355323890031532	0.0139661537659412	-0.0677699348146392
BRSK2	1.04946315474145	1.06560219446026	4.43366495944585	1.49786977092778e-05	0.00142356657588717	2.82806435655486
CUX2	1.04832044878178	1.88166666917538	3.05231271199644	0.00256638798354693	0.04868566702711	-1.84025153118953
TMEM45B	1.04202778009785	4.0213233265574	3.63843159144755	0.000345841150788416	0.0137603185459753	-0.0432794919696331
KCNS3	1.03664257203696	3.61800520847624	6.12596967489111	4.42913458038104e-09	2.84837644864304e-06	10.3989948008165
COL9A2	1.0359381149765	4.78838283031197	3.23276265719052	0.00142521750297347	0.0335735302623531	-1.3171242560802
CBLC	1.03576202503035	4.02685316723716	5.58154535784546	7.36778708792834e-08	2.90095339362044e-05	7.76634978426821
MMP3	1.03555713215028	-2.88497588539761	3.89805510437172	0.000130704740579173	0.00706354778709798	0.84100085907605
SPOCK1	1.02149838690734	5.94048849797146	3.31884887589189	0.0010667401164214	0.0282312991304775	-1.0580223369239
KCNN2	1.00941941802004	2.50765042544196	3.29537721568371	0.00115509280272787	0.0296871886722419	-1.12927335813503
ZNF536	1.00784399276849	-3.8134018089379	4.19914532958152	3.96871280275728e-05	0.00302641802781013	1.93163152869512
LRRC37A	1.00612973822979	-2.23430017117104	3.17035637397472	0.0017518532467054	0.0381356240910111	-1.5011171827634
ZNF486	1.00404080311443	1.00645307997988	5.05942747769857	9.20973767219225e-07	0.000197426076566228	5.41134663242543
KHDRBS3	0.998535666823683	4.3237515120176	4.97336672409836	1.3730693948453e-06	0.000264906278347504	5.04013727208394
LRRC26	0.993170316759906	5.50017725353004	3.49630976402619	0.00057635473888184	0.0191724195328527	-0.504739451551515
TMEM63C	0.993139343752593	0.912358339715847	3.48327032402795	0.000603531351998468	0.0196688013076122	-0.546264567824267
CKMT1A	0.992708367832103	0.189696860668149	3.53351050208326	0.000504994623876013	0.0176243849645841	-0.385516967915583
DISP3	0.988474586323141	0.139026798983555	3.83481606427758	0.000166446520637482	0.0084404648423679	0.620751106718401
FBLL1	0.987401978009552	0.295980874512875	3.51623042259779	0.000537043112370803	0.0182415013502991	-0.44103557316248
SAMD13	0.981108792003203	2.06990236494878	4.10675092334322	5.76233033507161e-05	0.00405739558958163	1.58965179317675
VLDLR	0.980056899126034	2.46681493170795	4.55037110760829	9.08892684918784e-06	0.00103148626883165	3.289067263957
F5	0.979379240659991	3.87844581125288	3.25331566683562	0.00133067695550091	0.0319353574864039	-1.25582014620161
AC009014.3	0.974786977036922	-1.33700451008364	3.4941497628038	0.000580775814740627	0.0192373972243769	-0.511627635462434
KIF1A	0.973274006628331	2.4456398913932	3.20135733990942	0.00158178636786991	0.0354853539480398	-1.41012145275184
HUNK	0.973227356977005	0.0129444228793382	3.78715718106648	0.000199308003365177	0.00956529678836906	0.456819642717169
FRMPD3	0.969830005051819	-0.0437374154667356	3.93375634777831	0.000113879504008507	0.00642513002272431	0.966707734576056
PNMA3	0.966447552922912	-0.39758356943326	3.64063408042767	0.00034307243766721	0.0137394655006611	-0.0360011206828643
HRH3	0.964434277488947	-2.62992754172352	3.22108792862451	0.00148165971021298	0.0342753726488478	-1.35179096422186
NCALD	0.959436686403451	4.01292446503581	5.50983715971582	1.05297075417871e-07	3.82429351860769e-05	7.43273029882423
LINC03042	0.959213102663116	-3.17206606559196	4.1870762797131	4.16829742909818e-05	0.00312309695994278	1.88659745017218
POU2AF2	0.955549020477911	-0.843727230385616	3.54015495263485	0.000493156517131737	0.0174257668223857	-0.364105282713858
KCNC4	0.94927924379426	0.843585933245356	3.6938201489962	0.000282225725188567	0.0121269062718553	0.140927268501863
KRTAP5-2	0.9469319084094	0.664087443380248	3.60519604545875	0.00039026201388077	0.0148215059720506	-0.152641175379141
TTLL10	0.946281834727563	-1.75110604213601	4.56302332492591	8.604796525245e-06	0.00100613539007001	3.33963065258801
ADAMTSL3	0.942816948290277	0.585287188437121	3.21182735671153	0.00152789836252493	0.0349262359101818	-1.37920869952345
CHD5	0.936702830174598	-1.32054890579556	3.92035784872461	0.00011993726925853	0.00661128495944237	0.919415377831304
GABRB3	0.931100121859645	2.58418396400604	3.18109900751359	0.00169109088883269	0.0372871045922847	-1.46967541797585
SCG5	0.926247078059246	1.57713638572164	3.66351018951663	0.00031552401908463	0.0130631006442055	0.0398234621422802
FAM81A	0.92083916436919	1.51876343563293	4.8284101572241	2.66051906216534e-06	0.000424209869969884	4.42616194501306
BCAM	0.918558569238697	7.5369259103666	6.02223433235579	7.66939557238939e-09	4.62392652431589e-06	9.8841696015179
RAP1GAP	0.917422208147655	5.04010885560331	4.54612037833873	9.25738333314407e-06	0.0010383877711997	3.27210520863204
ZNF439	0.913239005377699	1.98705899386733	4.23965893853961	3.3634212923439e-05	0.00264859130584452	2.08359577320015
KRTAP5-1	0.903341263695869	0.803322666063433	3.70676153438626	0.000269043698582315	0.0116906758485329	0.184316764506029
KCNJ11	0.900862759477714	2.80825232642118	4.92582134559632	1.70842073292407e-06	0.000302390469727561	4.83718588480891
PTX4	0.899711059625522	-1.94278706911374	4.23714549163316	3.39824804521489e-05	0.00265434815936562	2.07413249584898
RAB3B	0.898992440185157	3.78414297435189	4.02099095382866	8.0997198811538e-05	0.00510679397604903	1.27798555929182
GPR87	0.896813881779062	-3.52819368349995	3.75115867556147	0.000228103902660735	0.0104781157000799	0.334173896289987
WNT7B	0.89513962444802	2.14147930620261	3.95066546925347	0.000106648773061666	0.0061420142647126	1.02658860011492
TIAM1	0.888628165726768	1.66809561336769	5.18970258340297	4.98493906248657e-07	0.000129965445043991	5.98258640162222
LRRTM3	0.885150076632518	-4.00463428207946	3.33088341786515	0.00102392107672739	0.0274749782104332	-1.02131438377682
TTLL2	0.878985450257251	-2.60779391140338	3.15336399796441	0.001852106500145	0.039571086054593	-1.55065432971131
RASD2	0.873953110586787	2.57232540094592	4.45428046635392	1.37231583890259e-05	0.00135774817845885	2.90878574718783
SLC45A1	0.869370804653327	1.73235349933315	4.70147421128792	4.6928041010267e-06	0.000654132659460068	3.9003331339745
H2AFY2	0.86809734689828	4.96408755689627	4.61963558590684	6.72629363176396e-06	0.000837228277662078	3.56726772169256
CHST8	0.866935111418689	-0.74162058419982	3.08987506734135	0.00227552003618958	0.0451260059826782	-1.73360444186606
CDKL2	0.86371954199283	-2.85167839739494	3.47123278101488	0.000629681913940755	0.0203491677816733	-0.584477050141623
GOLGA6L7P	0.862813422064097	-4.8196897700651	3.31148154029416	0.00109377044542785	0.0286713494614667	-1.0804355692485
GGT1	0.85635555092262	5.2463937794505	3.97065937235333	9.86617164127337e-05	0.00577514297850315	1.0976770041864
TMEM178B	0.855585787276727	1.77275238443241	3.79837441389191	0.000191062215456418	0.0092850461531503	0.495243794917472
DSCAML1	0.854582919949216	-3.1232951998099	3.85823445701438	0.000152247685325408	0.00796020214900569	0.701951288809527
CHAT	0.853032210895188	-4.5613872801715	3.13563600298065	0.00196233832740981	0.0413056009881095	-1.60207899793823
PDE9A	0.851016365282171	5.76758713294076	4.46822929237607	1.2931669176536e-05	0.00131906344322384	2.96357728575385
OR13A1	0.847272634471751	-1.99342882551465	3.22572592753219	0.00145899312056565	0.0340367040811042	-1.33803251445659
FAM57B	0.8456906675657	-0.308738907045854	3.09429881543719	0.00224334373660144	0.0447116019734004	-1.72096644752174
RP11-680F20.6	0.844891856331953	-2.4952249273764	3.07624490915533	0.00237735593101098	0.0462696000894267	-1.77244041373151
ZNF835	0.8391105721287	-0.723869059249594	4.02750025521374	7.89458743082474e-05	0.00502674175917167	1.30144572106474
ARSE	0.836447545325493	-0.944844893742384	3.14858773381582	0.00188122712733637	0.0400160032719962	-1.56453497433196
SRMS	0.833516628968732	2.5363000295919	3.26799223281131	0.00126677037600521	0.0310685633527361	-1.21183000818187
MMEL1	0.831279936369271	0.538861921901064	3.30387023597432	0.00112236490892517	0.0292618732268829	-1.10354412796993
VAX2	0.82981288329681	1.70845770094988	3.74389895534356	0.0002343689355756	0.0106643393256133	0.30956349112922
RGMB	0.828343268411528	4.41620491751667	5.05565368489166	9.37340964402998e-07	0.000198726584903594	5.39496561223176
RGS11	0.821432811765879	4.10862891970267	3.52874656864495	0.000513645981597047	0.017823330796676	-0.400846849678504
TTBK1	0.818885226797162	-2.5701635256473	3.83076721842676	0.00016902521884329	0.0085167347758523	0.606755514104091
CNNM1	0.816955691019238	1.86210441497175	3.82690181250253	0.00017152236535472	0.00854561486967516	0.593405925889386
RAB30	0.809115992039153	2.3579282460766	6.16094004974711	3.67571752602007e-09	2.44536614584501e-06	10.5739012223424
CECR6	0.807899812860149	1.33967030190145	3.36810696062386	0.0009014065176419	0.0257260886758361	-0.907022539934021
CELSR3	0.806101596952854	2.06017747879641	3.28139907233804	0.00121089825860455	0.0303007264633692	-1.17149012370489
NBEA	0.802002976106058	1.84740216978055	3.62388236553784	0.000364666375210969	0.0141152434591058	-0.0912620721359634
PEX10	0.794878511796822	4.73570912015698	4.74566248522157	3.85637124220771e-06	0.000562737875649731	4.08211622719249
NDRG1	0.791538138450971	8.81074416476883	5.42701022135947	1.58422633044985e-07	5.0940797655615e-05	7.05133738742523
RNF165	0.790545694752771	-1.19117361660121	3.74185599172365	0.000236161094042709	0.010695436590061	0.302645327404688
CAPN14	0.790269857615545	-1.66641134183305	3.22628008236927	0.00145630651590537	0.0340151593357897	-1.33638744163692
AMPD3	0.788904226102524	3.21316688593079	5.15723910565205	5.8148958419571e-07	0.00014200858921377	5.83919790323847
SLC44A4	0.782476647789426	7.26884312932085	3.61200258670591	0.00038074897595823	0.014574980145163	-0.130315916589956
DRC1	0.78241103796523	-2.58851898440671	3.08331808121978	0.0023239964999423	0.045612273116365	-1.75230654159647
PLA2G4F	0.779665616452787	2.40917111398041	3.68913580425375	0.000287145663200138	0.0122835948561425	0.1252543628159
TBX1	0.778449572207205	3.81024685703847	4.45990593210991	1.33985112402545e-05	0.00133936516765922	2.93086592151422
TRIM2	0.775148147806168	3.06465974389312	4.27235171303092	2.94041103343713e-05	0.00239364346278914	2.2071122875746
C14orf132	0.775108838283176	2.21932957453978	3.76429645931599	0.000217166686717832	0.0101005165335267	0.378816140297776
SMPD3	0.770243595423614	2.70675655946908	3.3146185308742	0.00108218393692589	0.0284449246527401	-1.07089753423054
